page	line_id	kind	old_592509	new_592709
13	line_cell_r4_c3	both_nonempty_differ	١٩	٠١٩
13	line_cell_r4_c4	agree_nonempty	١٤	١٤
13	line_cell_r4_c5	both_nonempty_differ	١٥٣٢	١٢
13	line_cell_r4_c6	both_nonempty_differ	✓	✓"
13	line_cell_r4_c7	agree_nonempty	✓	✓
13	line_cell_r4_c8	both_nonempty_differ	✓	٤
13	line_cell_r4_c9	agree_nonempty	_	_
13	line_cell_r5_c0	both_nonempty_differ	✓	✓"
13	line_cell_r5_c1	agree_nonempty	"	"
13	line_cell_r5_c10	agree_nonempty	"	"
13	line_cell_r5_c11	both_nonempty_differ	٠٢٠	٠٠٠
13	line_cell_r5_c12	both_nonempty_differ	١٦	"
13	line_cell_r5_c13	both_nonempty_differ	٢٢٣	٠٢٣
13	line_cell_r5_c14	agree_nonempty	٠	٠
13	line_cell_r5_c15	agree_nonempty	"	"
13	line_cell_r5_c16	both_nonempty_differ	٧	✓
13	line_cell_r5_c17	agree_nonempty	٠	٠
13	line_cell_r5_c2	both_nonempty_differ	٤١٤٣	٤١٣٤
13	line_cell_r5_c3	both_nonempty_differ	١٠	٠٤٠
13	line_cell_r5_c4	both_nonempty_differ	١٤٤	١٠٤
13	line_cell_r5_c5	both_nonempty_differ	٤,٤٤	٩٤٢
13	line_cell_r5_c6	both_nonempty_differ	✓	"
13	line_cell_r5_c7	both_nonempty_differ	"	_
13	line_cell_r5_c8	old_empty_new_nonempty		✓
13	line_cell_r5_c9	both_nonempty_differ	٤	..
13	line_cell_r6_c0	both_nonempty_differ	✓٧	"
13	line_cell_r6_c1	agree_nonempty	"	"
13	line_cell_r6_c10	both_nonempty_differ	٣	١
13	line_cell_r6_c11	agree_nonempty	٠١٦	٠١٦
13	line_cell_r6_c12	both_nonempty_differ	٦	"
13	line_cell_r6_c13	both_nonempty_differ	٢٤٣	٢٢
13	line_cell_r6_c14	agree_nonempty	"	"
13	line_cell_r6_c15	agree_nonempty	..	..
13	line_cell_r6_c16	both_nonempty_differ	١	٠
13	line_cell_r6_c17	both_nonempty_differ	..	٠
13	line_cell_r6_c2	both_nonempty_differ	٤١٤٤	٤١٤
13	line_cell_r6_c3	agree_nonempty	٣٩	٣٩
13	line_cell_r6_c4	agree_nonempty	١٤	١٤
13	line_cell_r6_c5	both_nonempty_differ	٣,٠٧٣	٣,٣
13	line_cell_r6_c6	both_nonempty_differ	✓"	.
13	line_cell_r6_c7	both_nonempty_differ	"	١
13	line_cell_r6_c8	both_nonempty_differ	"	..
13	line_cell_r6_c9	agree_nonempty	..	..
13	line_cell_r7_c0	both_nonempty_differ	١٧	"
13	line_cell_r7_c1	agree_nonempty	"	"
13	line_cell_r7_c10	both_nonempty_differ	"	١
13	line_cell_r7_c11	agree_nonempty	٠٢٤	٠٢٤
13	line_cell_r7_c12	agree_nonempty	١	١
13	line_cell_r7_c13	both_nonempty_differ	٢٥٩	٢,٥٩
13	line_cell_r7_c14	both_nonempty_differ	٠	١
13	line_cell_r7_c15	both_nonempty_differ	_	..
13	line_cell_r7_c16	both_nonempty_differ	١٦	١
13	line_cell_r7_c17	both_nonempty_differ	..	٠
13	line_cell_r7_c2	agree_nonempty	"	"
13	line_cell_r7_c3	agree_nonempty	٧٠	٧٠
13	line_cell_r7_c4	both_nonempty_differ	١٤٤	١٤
13	line_cell_r7_c5	both_nonempty_differ	٥,٣٧٧	٢,٣٧
13	line_cell_r7_c6	agree_nonempty	✓	✓
13	line_cell_r7_c7	agree_nonempty	"	"
13	line_cell_r7_c8	agree_nonempty	-	-
13	line_cell_r7_c9	agree_nonempty	..	..
13	line_cell_r8_c0	agree_nonempty	✓	✓
13	line_cell_r8_c1	both_nonempty_differ	"	..
13	line_cell_r8_c10	both_nonempty_differ	"	..
13	line_cell_r8_c11	both_nonempty_differ	٣	..
13	line_cell_r8_c12	agree_nonempty	١	١
13	line_cell_r8_c13	both_nonempty_differ	٢٨٣	٢،٣
13	line_cell_r8_c14	both_nonempty_differ	١	"
13	line_cell_r8_c15	both_nonempty_differ	٩٤	..
13	line_cell_r8_c16	agree_nonempty	١	١
13	line_cell_r8_c17	both_nonempty_differ	٢٨	٢٣
13	line_cell_r8_c2	both_nonempty_differ	-	٤
13	line_cell_r8_c3	both_nonempty_differ	٠	١
13	line_cell_r8_c4	agree_nonempty	✓	✓
13	line_cell_r8_c5	agree_nonempty	"	"
13	line_cell_r8_c6	agree_nonempty	١	١
13	line_cell_r8_c7	agree_nonempty	"	"
13	line_cell_r8_c8	agree_nonempty	-	-
13	line_cell_r8_c9	agree_nonempty	..	..
13	line_cell_r9_c0	both_nonempty_differ	٩	✓
13	line_cell_r9_c1	agree_nonempty	"	"
13	line_cell_r9_c10	both_nonempty_differ	✓	١
13	line_cell_r9_c11	agree_nonempty	"	"
13	line_cell_r9_c12	both_nonempty_differ	✓	١
13	line_cell_r9_c13	both_nonempty_differ	٣	..
13	line_cell_r9_c14	both_nonempty_differ	١	..
13	line_cell_r9_c15	both_nonempty_differ	..	.
13	line_cell_r9_c16	both_nonempty_differ	٣	٠٣
13	line_cell_r9_c17	both_nonempty_differ	٩٤٤	٩٤
13	line_cell_r9_c2	both_nonempty_differ	"	١
13	line_cell_r9_c3	both_nonempty_differ	٣	"
13	line_cell_r9_c4	both_nonempty_differ	٩٤	بة
13	line_cell_r9_c5	both_nonempty_differ	٠٣	٠
13	line_cell_r9_c6	both_nonempty_differ	٠	١
13	line_cell_r9_c7	both_nonempty_differ	"	١
13	line_cell_r9_c8	both_nonempty_differ	_	.
13	line_cell_r9_c9	agree_nonempty	..	..
13	line_taxpayer_index	both_nonempty_differ	ن	اح
13	line_taxpayer_name	both_nonempty_differ	احمد	٠
